scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,4347.88,2.22
scenario1,dataset_002,4680.89,1.89
scenario1,dataset_003,6226.05,2.34
scenario1,dataset_004,4771.72,1.89
scenario1,dataset_005,4957.30,1.96
scenario1,dataset_006,5381.03,1.98
scenario1,dataset_007,4484.60,1.67
scenario1,dataset_008,4684.14,1.95
scenario1,dataset_009,5070.08,1.94
scenario1,dataset_010,5214.76,2.02
scenario1,dataset_011,6034.56,2.08
scenario1,dataset_012,4610.25,1.68
scenario1,dataset_013,5657.54,1.98
scenario1,dataset_014,4716.60,1.76
scenario1,dataset_015,5412.67,2.41
scenario1,dataset_016,5697.38,1.89
scenario1,dataset_017,5483.57,1.90
scenario1,dataset_018,5112.31,1.64
scenario1,dataset_019,5967.67,2.17
scenario1,dataset_020,4606.60,1.99
scenario1,dataset_021,5525.87,2.15
scenario1,dataset_022,5088.28,2.11
scenario1,dataset_023,4883.18,1.92
scenario1,dataset_024,5012.25,1.78
scenario1,dataset_025,4717.16,1.73
scenario1,dataset_026,5374.25,1.87
scenario1,dataset_027,5859.27,2.37
scenario1,dataset_028,4447.63,1.96
scenario1,dataset_029,5932.45,2.37
scenario1,dataset_030,4756.07,1.84
scenario1,dataset_031,5141.24,2.35
scenario1,dataset_032,5174.40,2.08
scenario1,dataset_033,4909.03,1.73
scenario1,dataset_034,4790.51,1.78
scenario1,dataset_035,5316.88,1.90
scenario1,dataset_036,4514.04,1.71
scenario1,dataset_037,6126.83,2.31
scenario1,dataset_038,6041.07,2.04
scenario1,dataset_039,5077.60,1.84
scenario1,dataset_040,5102.48,1.70
scenario1,dataset_041,6110.74,1.86
scenario1,dataset_042,4847.92,1.74
scenario1,dataset_043,5423.37,2.17
scenario1,dataset_044,5443.37,1.68
scenario1,dataset_045,5039.72,2.38
scenario1,dataset_046,4701.86,1.79
scenario1,dataset_047,4933.24,2.01
scenario1,dataset_048,5475.29,1.78
scenario1,dataset_049,4428.01,1.90
scenario1,dataset_050,4967.43,1.71
scenario1,dataset_051,4938.10,1.81
scenario1,dataset_052,4716.85,1.85
scenario1,dataset_053,5925.41,2.33
scenario1,dataset_054,5081.05,1.78
scenario1,dataset_055,6423.69,2.60
scenario1,dataset_056,5252.47,1.96
scenario1,dataset_057,6028.18,2.27
scenario1,dataset_058,6439.97,2.43
scenario1,dataset_059,6337.04,1.96
scenario1,dataset_060,6294.56,1.93
scenario1,dataset_061,4844.70,1.80
scenario1,dataset_062,5192.48,2.19
scenario1,dataset_063,4766.12,1.73
scenario1,dataset_064,4489.40,1.82
scenario1,dataset_065,4874.43,1.70
scenario1,dataset_066,5256.05,1.86
scenario1,dataset_067,4556.17,1.77
scenario1,dataset_068,4519.20,1.74
scenario1,dataset_069,5306.96,1.99
scenario1,dataset_070,5158.68,2.12
scenario1,dataset_071,4685.83,1.95
scenario1,dataset_072,5334.85,1.69
scenario1,dataset_073,6136.69,2.45
scenario1,dataset_074,5324.76,2.16
scenario1,dataset_075,4699.94,1.98
scenario1,dataset_076,5954.81,2.18
scenario1,dataset_077,4818.86,2.01
scenario1,dataset_078,5384.09,1.67
scenario1,dataset_079,5682.90,2.35
scenario1,dataset_080,4517.14,1.64
scenario1,dataset_081,4735.53,1.99
scenario1,dataset_082,5104.00,2.26
scenario1,dataset_083,5630.70,2.37
scenario1,dataset_084,4778.66,1.81
scenario1,dataset_085,5260.07,2.04
scenario1,dataset_086,5046.33,1.68
scenario1,dataset_087,6032.72,2.24
scenario1,dataset_088,5017.72,1.76
scenario1,dataset_089,4767.33,1.65
scenario1,dataset_090,5654.14,1.69
scenario1,dataset_091,5255.52,1.92
scenario1,dataset_092,5034.43,1.99
scenario1,dataset_093,5153.33,1.99
scenario1,dataset_094,5506.29,2.34
scenario1,dataset_095,4946.74,1.84
scenario1,dataset_096,5700.74,2.10
scenario1,dataset_097,5455.79,1.96
scenario1,dataset_098,5282.03,1.93
scenario1,dataset_099,6627.52,2.27
scenario1,dataset_100,5088.82,1.93
